401 Q0 LA030690-0168   1 14.347982 z22shaikAND
438 Q0 LA122989-0162  33 10.389353 z22shaikAND
438 Q0 LA102889-0147  34 10.359612 z22shaikAND
438 Q0 LA110589-0185  35 10.302990 z22shaikAND
438 Q0 LA060689-0028  36 10.208323 z22shaikAND
438 Q0 LA091489-0221  37 10.142621 z22shaikAND
438 Q0 LA102889-0153  38 10.095959 z22shaikAND
438 Q0 LA082090-0065  39 10.091865 z22shaikAND
438 Q0 LA041290-0124  40 10.064454 z22shaikAND
438 Q0 LA052990-0118  41  9.970543 z22shaikAND
438 Q0 LA051790-0047  42  9.939259 z22shaikAND
438 Q0 LA090290-0089  43  9.904978 z22shaikAND
438 Q0 LA060189-0104  44  9.904708 z22shaikAND
438 Q0 LA032590-0146  45  9.859367 z22shaikAND
438 Q0 LA120189-0193  46  9.833015 z22shaikAND
438 Q0 LA113090-0107  47  9.801670 z22shaikAND
438 Q0 LA072290-0088  48  9.801182 z22shaikAND
438 Q0 LA093090-0091  49  9.782548 z22shaikAND
438 Q0 LA020990-0186  50  9.767824 z22shaikAND
438 Q0 LA041290-0110  51  9.752574 z22shaikAND
438 Q0 LA081289-0104  52  9.740023 z22shaikAND
438 Q0 LA101089-0052  53  9.731309 z22shaikAND
438 Q0 LA031689-0045  54  9.708142 z22shaikAND
438 Q0 LA072390-0076  55  9.702531 z22shaikAND
438 Q0 LA101590-0069  56  9.688459 z22shaikAND
438 Q0 LA081389-0184  57  9.688036 z22shaikAND
438 Q0 LA021390-0141  58  9.668202 z22shaikAND
438 Q0 LA072389-0084  59  9.653183 z22shaikAND
438 Q0 LA050889-0063  60  9.578849 z22shaikAND
438 Q0 LA102890-0049  61  9.538925 z22shaikAND
438 Q0 LA052790-0146  62  9.500431 z22shaikAND
438 Q0 LA050889-0087  63  9.480088 z22shaikAND
438 Q0 LA101689-0085  64  9.470467 z22shaikAND
438 Q0 LA032290-0167  65  9.433489 z22shaikAND
438 Q0 LA120990-0173  66  9.414854 z22shaikAND
438 Q0 LA012590-0154  67  9.371068 z22shaikAND
438 Q0 LA081290-0052  68  9.371068 z22shaikAND
438 Q0 LA010189-0073  69  9.302304 z22shaikAND
438 Q0 LA042290-0083  70  9.273040 z22shaikAND
438 Q0 LA081290-0038  71  9.219783 z22shaikAND
438 Q0 LA060690-0128  72  9.103853 z22shaikAND
438 Q0 LA010290-0029  73  9.025209 z22shaikAND
438 Q0 LA092689-0137  74  9.005595 z22shaikAND
438 Q0 LA052289-0069  75  8.979582 z22shaikAND
438 Q0 LA083089-0143  76  8.965711 z22shaikAND
438 Q0 LA101589-0100  77  8.921615 z22shaikAND
438 Q0 LA121190-0157  78  8.898482 z22shaikAND
438 Q0 LA062989-0068  79  8.778489 z22shaikAND
438 Q0 LA101589-0078  80  8.756790 z22shaikAND
438 Q0 LA062490-0133  81  8.747100 z22shaikAND
438 Q0 LA062490-0134  82  8.743293 z22shaikAND
438 Q0 LA092490-0012  83  8.731872 z22shaikAND
438 Q0 LA072990-0020  84  8.724994 z22shaikAND
438 Q0 LA032689-0043  85  8.723149 z22shaikAND
438 Q0 LA033190-0154  86  8.692829 z22shaikAND
438 Q0 LA101089-0098  87  8.682405 z22shaikAND
438 Q0 LA110890-0219  88  8.677059 z22shaikAND
438 Q0 LA100689-0177  89  8.666701 z22shaikAND
438 Q0 LA103189-0015  90  8.649379 z22shaikAND
438 Q0 LA020890-0212  91  8.645179 z22shaikAND
438 Q0 LA020789-0160  92  8.636120 z22shaikAND
438 Q0 LA100889-0162  93  8.566913 z22shaikAND
438 Q0 LA040590-0149  94  8.497683 z22shaikAND
438 Q0 LA092390-0066  95  8.497086 z22shaikAND
438 Q0 LA030490-0102  96  8.484247 z22shaikAND
438 Q0 LA072689-0112  97  8.437405 z22shaikAND
438 Q0 LA100890-0006  98  8.426766 z22shaikAND
438 Q0 LA082489-0052  99  8.383403 z22shaikAND
438 Q0 LA121789-0087 100  8.332397 z22shaikAND
439 Q0 LA100589-0058   1 18.262525 z22shaikAND
439 Q0 LA102089-0100   2 16.288908 z22shaikAND
439 Q0 LA022389-0081   3 16.118871 z22shaikAND
439 Q0 LA112990-0139   4 15.879161 z22shaikAND
439 Q0 LA010990-0070   5 15.395413 z22shaikAND
439 Q0 LA030190-0200   6 15.300195 z22shaikAND
439 Q0 LA011589-0013   7 15.290214 z22shaikAND
439 Q0 LA052090-0060   8 13.994478 z22shaikAND
439 Q0 LA040190-0178   9 13.845919 z22shaikAND
439 Q0 LA021390-0018  10 13.833732 z22shaikAND
439 Q0 LA101489-0078  11 13.832148 z22shaikAND
439 Q0 LA050790-0015  12 13.479955 z22shaikAND
439 Q0 LA092989-0114  13 13.468006 z22shaikAND
439 Q0 LA102590-0153  14 13.195389 z22shaikAND
439 Q0 LA091290-0127  15 13.189002 z22shaikAND
439 Q0 LA110790-0100  16 12.755191 z22shaikAND
439 Q0 LA112589-0072  17 12.446127 z22shaikAND
439 Q0 LA102590-0031  18 12.314409 z22shaikAND
439 Q0 LA010790-0014  19 12.044637 z22shaikAND
439 Q0 LA070290-0043  20 12.012025 z22shaikAND
439 Q0 LA032489-0053  21 12.009059 z22shaikAND
439 Q0 LA112389-0114  22 11.999252 z22shaikAND
439 Q0 LA011589-0012  23 11.955929 z22shaikAND
439 Q0 LA031989-0181  24 11.915604 z22shaikAND
439 Q0 LA120689-0063  25 11.886052 z22shaikAND
439 Q0 LA020390-0127  26 11.868966 z22shaikAND
439 Q0 LA041889-0085  27 11.854097 z22shaikAND
439 Q0 LA061990-0160  28 11.773208 z22shaikAND
439 Q0 LA051689-0022  29 11.582480 z22shaikAND
439 Q0 LA032390-0023  30 11.530988 z22shaikAND
439 Q0 LA073090-0136  31 11.430143 z22shaikAND
439 Q0 LA110489-0043  32 11.424830 z22shaikAND
439 Q0 LA061490-0047  33 11.334380 z22shaikAND
439 Q0 LA062190-0051  34 11.291083 z22shaikAND
439 Q0 LA121189-0070  35 11.258443 z22shaikAND
439 Q0 LA033089-0148  36 11.246076 z22shaikAND
439 Q0 LA010689-0131  37 11.243164 z22shaikAND
439 Q0 LA010890-0028  38 11.190237 z22shaikAND
439 Q0 LA033089-0203  39 11.140823 z22shaikAND
439 Q0 LA062689-0033  40 11.111460 z22shaikAND
439 Q0 LA110690-0046  41 11.080715 z22shaikAND
439 Q0 LA012789-0131  42 11.078543 z22shaikAND
439 Q0 LA090690-0100  43 10.989878 z22shaikAND
439 Q0 LA120790-0036  44 10.913387 z22shaikAND
439 Q0 LA062090-0035  45 10.874435 z22shaikAND
439 Q0 LA100990-0018  46 10.837138 z22shaikAND
439 Q0 LA042590-0135  47 10.825096 z22shaikAND
439 Q0 LA071290-0096  48 10.815809 z22shaikAND
439 Q0 LA112490-0107  49 10.804848 z22shaikAND
439 Q0 LA062389-0120  50 10.759890 z22shaikAND
439 Q0 LA030790-0045  51 10.616393 z22shaikAND
439 Q0 LA041689-0021  52 10.591761 z22shaikAND
439 Q0 LA051089-0021  53 10.556119 z22shaikAND
439 Q0 LA050589-0107  54 10.479284 z22shaikAND
439 Q0 LA071490-0091  55 10.429732 z22shaikAND
439 Q0 LA062889-0049  56 10.408852 z22shaikAND
439 Q0 LA080289-0039  57 10.278249 z22shaikAND
439 Q0 LA090990-0224  58 10.270999 z22shaikAND
439 Q0 LA051189-0031  59 10.267858 z22shaikAND
439 Q0 LA091190-0042  60 10.259950 z22shaikAND
439 Q0 LA071590-0110  61 10.169907 z22shaikAND
439 Q0 LA102489-0012  62 10.168824 z22shaikAND
439 Q0 LA050890-0073  63 10.129410 z22shaikAND
439 Q0 LA071190-0066  64 10.085462 z22shaikAND
439 Q0 LA040690-0008  65 10.081826 z22shaikAND
439 Q0 LA120690-0200  66 10.011095 z22shaikAND
439 Q0 LA020989-0195  67  9.911202 z22shaikAND
439 Q0 LA030489-0115  68  9.911202 z22shaikAND
439 Q0 LA060989-0036  69  9.826542 z22shaikAND
439 Q0 LA102590-0105  70  9.637398 z22shaikAND
439 Q0 LA041589-0033  71  9.617238 z22shaikAND
439 Q0 LA090289-0107  72  9.589814 z22shaikAND
439 Q0 LA062389-0066  73  9.458092 z22shaikAND
439 Q0 LA122489-0212  74  9.394311 z22shaikAND
439 Q0 LA072190-0128  75  9.339185 z22shaikAND
439 Q0 LA052590-0090  76  9.323453 z22shaikAND
439 Q0 LA020190-0053  77  9.161585 z22shaikAND
439 Q0 LA071090-0116  78  9.101196 z22shaikAND
439 Q0 LA100990-0063  79  9.075938 z22shaikAND
439 Q0 LA112789-0028  80  8.981840 z22shaikAND
439 Q0 LA061490-0089  81  8.867709 z22shaikAND
439 Q0 LA012090-0007  82  8.861579 z22shaikAND
439 Q0 LA031389-0107  83  8.852777 z22shaikAND
439 Q0 LA122590-0002  84  8.837265 z22shaikAND
439 Q0 LA092690-0092  85  8.817921 z22shaikAND
439 Q0 LA071789-0059  86  8.803531 z22shaikAND
439 Q0 LA010690-0142  87  8.781085 z22shaikAND
439 Q0 LA050390-0167  88  8.778785 z22shaikAND
439 Q0 LA042790-0070  89  8.774114 z22shaikAND
439 Q0 LA070290-0022  90  8.764932 z22shaikAND
439 Q0 LA092489-0006  91  8.757551 z22shaikAND
439 Q0 LA120990-0043  92  8.745068 z22shaikAND
439 Q0 LA032089-0046  93  8.735707 z22shaikAND
439 Q0 LA020289-0180  94  8.715170 z22shaikAND
439 Q0 LA111989-0035  95  8.712132 z22shaikAND
439 Q0 LA080290-0034  96  8.710646 z22shaikAND
439 Q0 LA042890-0169  97  8.676784 z22shaikAND
439 Q0 LA102889-0108  98  8.654672 z22shaikAND
439 Q0 LA102190-0213  99  8.652004 z22shaikAND
439 Q0 LA101190-0045 100  8.631942 z22shaikAND
440 Q0 LA031690-0183   1 12.738979 z22shaikAND
440 Q0 LA040590-0063   2 12.220644 z22shaikAND
440 Q0 LA060689-0153   3 12.105804 z22shaikAND
440 Q0 LA040390-0172   4 11.799270 z22shaikAND
440 Q0 LA121789-0089   5 11.034307 z22shaikAND
440 Q0 LA072489-0081   6 10.959433 z22shaikAND
440 Q0 LA011089-0027   7 10.826891 z22shaikAND
440 Q0 LA061290-0034   8 10.826320 z22shaikAND
440 Q0 LA062190-0015   9 10.779313 z22shaikAND
440 Q0 LA032290-0007  10 10.751744 z22shaikAND
440 Q0 LA021090-0137  11 10.566679 z22shaikAND
440 Q0 LA072489-0003  12 10.506727 z22shaikAND
440 Q0 LA020389-0042  13 10.453753 z22shaikAND
440 Q0 LA051790-0172  14 10.445038 z22shaikAND
440 Q0 LA120290-0042  15 10.378023 z22shaikAND
440 Q0 LA052890-0002  16 10.377256 z22shaikAND
440 Q0 LA032589-0114  17 10.376738 z22shaikAND
440 Q0 LA101989-0164  18 10.332652 z22shaikAND
440 Q0 LA061290-0137  19  9.991007 z22shaikAND
440 Q0 LA100189-0182  20  9.951160 z22shaikAND
440 Q0 LA031590-0118  21  9.942610 z22shaikAND
440 Q0 LA091189-0044  22  9.930647 z22shaikAND
440 Q0 LA031590-0117  23  9.922400 z22shaikAND
440 Q0 LA120189-0044  24  9.750899 z22shaikAND
440 Q0 LA050890-0155  25  9.649760 z22shaikAND
440 Q0 LA100689-0050  26  9.629190 z22shaikAND
440 Q0 LA012189-0011  27  9.565702 z22shaikAND
440 Q0 LA100189-0042  28  9.550091 z22shaikAND
440 Q0 LA091490-0138  29  9.475168 z22shaikAND
440 Q0 LA022890-0075  30  9.454686 z22shaikAND
440 Q0 LA072889-0054  31  9.410942 z22shaikAND
440 Q0 LA092489-0035  32  9.396770 z22shaikAND
440 Q0 LA010790-0216  33  9.308285 z22shaikAND
440 Q0 LA092590-0125  34  9.257011 z22shaikAND
440 Q0 LA032389-0013  35  9.225115 z22shaikAND
440 Q0 LA060389-0127  36  9.208979 z22shaikAND
440 Q0 LA112989-0008  37  9.142081 z22shaikAND
440 Q0 LA111089-0143  38  9.125948 z22shaikAND
440 Q0 LA070690-0034  39  9.095333 z22shaikAND
440 Q0 LA062489-0009  40  9.089400 z22shaikAND
440 Q0 LA040290-0004  41  9.030572 z22shaikAND
440 Q0 LA121889-0008  42  9.018632 z22shaikAND
440 Q0 LA121590-0053  43  9.000372 z22shaikAND
440 Q0 LA051390-0161  44  8.962275 z22shaikAND
440 Q0 LA080189-0011  45  8.925455 z22shaikAND
440 Q0 LA101990-0078  46  8.840316 z22shaikAND
440 Q0 LA061590-0042  47  8.814445 z22shaikAND
440 Q0 LA010490-0215  48  8.763866 z22shaikAND
440 Q0 LA022890-0105  49  8.746092 z22shaikAND
440 Q0 LA072490-0138  50  8.741001 z22shaikAND
440 Q0 LA011889-0112  51  8.724242 z22shaikAND
440 Q0 LA022690-0011  52  8.705052 z22shaikAND
440 Q0 LA032190-0066  53  8.704355 z22shaikAND
440 Q0 LA101990-0080  54  8.508806 z22shaikAND
440 Q0 LA112689-0137  55  8.389784 z22shaikAND
440 Q0 LA041190-0111  56  8.373664 z22shaikAND
440 Q0 LA070890-0017  57  8.372458 z22shaikAND
440 Q0 LA081890-0126  58  8.368517 z22shaikAND
440 Q0 LA080389-0010  59  8.343487 z22shaikAND
440 Q0 LA062089-0064  60  8.213286 z22shaikAND
440 Q0 LA110490-0020  61  8.165393 z22shaikAND
440 Q0 LA050890-0019  62  8.159328 z22shaikAND
440 Q0 LA041590-0039  63  8.142452 z22shaikAND
440 Q0 LA022090-0061  64  8.136497 z22shaikAND
440 Q0 LA110189-0142  65  8.080007 z22shaikAND
440 Q0 LA101789-0159  66  8.064753 z22shaikAND
440 Q0 LA121089-0224  67  8.061404 z22shaikAND
440 Q0 LA072590-0102  68  8.058526 z22shaikAND
440 Q0 LA042990-0033  69  8.037344 z22shaikAND
440 Q0 LA042790-0115  70  8.033665 z22shaikAND
440 Q0 LA102090-0062  71  8.020746 z22shaikAND
440 Q0 LA101190-0078  72  8.011245 z22shaikAND
440 Q0 LA112689-0194  73  8.005561 z22shaikAND
440 Q0 LA122589-0076  74  8.002652 z22shaikAND
440 Q0 LA120789-0115  75  7.976399 z22shaikAND
440 Q0 LA122989-0028  76  7.964708 z22shaikAND
440 Q0 LA092589-0089  77  7.955635 z22shaikAND
440 Q0 LA101589-0187  78  7.896876 z22shaikAND
440 Q0 LA090990-0087  79  7.893351 z22shaikAND
440 Q0 LA092889-0002  80  7.884812 z22shaikAND
440 Q0 LA051790-0134  81  7.861659 z22shaikAND
440 Q0 LA060189-0090  82  7.829492 z22shaikAND
440 Q0 LA090589-0109  83  7.819719 z22shaikAND
440 Q0 LA112089-0012  84  7.785455 z22shaikAND
440 Q0 LA121589-0106  85  7.760748 z22shaikAND
440 Q0 LA112589-0138  86  7.753371 z22shaikAND
440 Q0 LA110189-0133  87  7.693611 z22shaikAND
440 Q0 LA052989-0074  88  7.581922 z22shaikAND
440 Q0 LA072190-0072  89  7.506914 z22shaikAND
440 Q0 LA052589-0174  90  7.488626 z22shaikAND
440 Q0 LA010790-0123  91  7.483008 z22shaikAND
440 Q0 LA120490-0007  92  7.350817 z22shaikAND
440 Q0 LA061690-0051  93  7.331460 z22shaikAND
440 Q0 LA102089-0065  94  7.297389 z22shaikAND
440 Q0 LA051190-0070  95  7.281145 z22shaikAND
440 Q0 LA020889-0063  96  7.246662 z22shaikAND
440 Q0 LA122590-0045  97  7.216617 z22shaikAND
440 Q0 LA040289-0159  98  7.208484 z22shaikAND
440 Q0 LA113090-0026  99  7.172923 z22shaikAND
440 Q0 LA050890-0094 100  7.151689 z22shaikAND
441 Q0 LA092690-0153   1 24.889064 z22shaikAND
441 Q0 LA092090-0248   2 24.692536 z22shaikAND
441 Q0 LA112690-0027   3 24.472997 z22shaikAND
441 Q0 LA073090-0058   4 24.412686 z22shaikAND
441 Q0 LA071989-0117   5 24.178665 z22shaikAND
441 Q0 LA081989-0064   6 23.549316 z22shaikAND
441 Q0 LA061389-0087   7 23.539765 z22shaikAND
441 Q0 LA111390-0102   8 13.782610 z22shaikAND
441 Q0 LA121590-0028   9 13.702341 z22shaikAND
441 Q0 LA112789-0001  10 13.546247 z22shaikAND
441 Q0 LA091789-0058  11 13.078806 z22shaikAND
441 Q0 LA061289-0004  12 12.505115 z22shaikAND
441 Q0 LA100590-0195  13 12.231908 z22shaikAND
441 Q0 LA091890-0087  14 12.205331 z22shaikAND
441 Q0 LA070289-0123  15 12.034256 z22shaikAND
441 Q0 LA072089-0037  16 11.734005 z22shaikAND
441 Q0 LA092089-0117  17 11.473763 z22shaikAND
441 Q0 LA062189-0015  18 11.369091 z22shaikAND
441 Q0 LA033089-0202  19 11.362234 z22shaikAND
441 Q0 LA082189-0067  20 11.306162 z22shaikAND
441 Q0 LA081989-0134  21 10.550209 z22shaikAND
441 Q0 LA070189-0089  22  9.430931 z22shaikAND
441 Q0 LA082089-0024  23  8.630338 z22shaikAND
441 Q0 LA041289-0054  24  8.019053 z22shaikAND
441 Q0 LA101090-0147  25  7.981011 z22shaikAND
441 Q0 LA113089-0213  26  7.942568 z22shaikAND
441 Q0 LA072390-0003  27  7.897335 z22shaikAND
441 Q0 LA091390-0213  28  7.882571 z22shaikAND
441 Q0 LA071689-0215  29  7.878942 z22shaikAND
441 Q0 LA101989-0210  30  7.832184 z22shaikAND
441 Q0 LA113090-0156  31  7.826121 z22shaikAND
441 Q0 LA051190-0179  32  7.825053 z22shaikAND
441 Q0 LA032089-0015  33  7.808920 z22shaikAND
441 Q0 LA020789-0010  34  7.800009 z22shaikAND
441 Q0 LA042290-0104  35  7.788387 z22shaikAND
441 Q0 LA041189-0132  36  7.762805 z22shaikAND
441 Q0 LA031089-0169  37  7.730181 z22shaikAND
441 Q0 LA060589-0049  38  7.720018 z22shaikAND
441 Q0 LA110389-0072  39  7.709304 z22shaikAND
441 Q0 LA102989-0126  40  7.694539 z22shaikAND
441 Q0 LA062290-0024  41  7.682633 z22shaikAND
441 Q0 LA072590-0057  42  7.669468 z22shaikAND
441 Q0 LA120690-0155  43  7.661474 z22shaikAND
441 Q0 LA072690-0122  44  7.659377 z22shaikAND
441 Q0 LA042990-0020  45  7.646475 z22shaikAND
441 Q0 LA033089-0019  46  7.645324 z22shaikAND
441 Q0 LA010989-0047  47  7.643944 z22shaikAND
441 Q0 LA090990-0162  48  7.641098 z22shaikAND
441 Q0 LA100889-0146  49  7.630567 z22shaikAND
441 Q0 LA060490-0083  50  7.629792 z22shaikAND
441 Q0 LA040989-0094  51  7.610824 z22shaikAND
441 Q0 LA092689-0080  52  7.608917 z22shaikAND
441 Q0 LA052190-0047  53  7.605840 z22shaikAND
441 Q0 LA100189-0047  54  7.604158 z22shaikAND
441 Q0 LA110989-0214  55  7.586839 z22shaikAND
441 Q0 LA092689-0119  56  7.582465 z22shaikAND
441 Q0 LA051690-0132  57  7.556242 z22shaikAND
441 Q0 LA060890-0027  58  7.553073 z22shaikAND
441 Q0 LA122290-0138  59  7.542810 z22shaikAND
441 Q0 LA020590-0053  60  7.533083 z22shaikAND
441 Q0 LA081990-0088  61  7.514976 z22shaikAND
441 Q0 LA041789-0063  62  7.513866 z22shaikAND
441 Q0 LA082390-0094  63  7.500680 z22shaikAND
441 Q0 LA020689-0061  64  7.498376 z22shaikAND
441 Q0 LA030490-0121  65  7.493873 z22shaikAND
441 Q0 LA091489-0204  66  7.489175 z22shaikAND
441 Q0 LA030390-0089  67  7.484566 z22shaikAND
441 Q0 LA080589-0052  68  7.461880 z22shaikAND
441 Q0 LA011789-0073  69  7.459484 z22shaikAND
441 Q0 LA110590-0024  70  7.453645 z22shaikAND
441 Q0 LA111190-0161  71  7.450706 z22shaikAND
441 Q0 LA112390-0084  72  7.444901 z22shaikAND
441 Q0 LA073090-0057  73  7.442284 z22shaikAND
441 Q0 LA080790-0061  74  7.436472 z22shaikAND
441 Q0 LA080489-0045  75  7.424118 z22shaikAND
441 Q0 LA040389-0015  76  7.420878 z22shaikAND
441 Q0 LA041690-0042  77  7.420451 z22shaikAND
441 Q0 LA120690-0203  78  7.405597 z22shaikAND
441 Q0 LA120490-0022  79  7.394544 z22shaikAND
441 Q0 LA090990-0031  80  7.386772 z22shaikAND
441 Q0 LA042289-0001  81  7.384658 z22shaikAND
441 Q0 LA082689-0127  82  7.378435 z22shaikAND
441 Q0 LA080290-0073  83  7.371164 z22shaikAND
441 Q0 LA110389-0010  84  7.367559 z22shaikAND
441 Q0 LA011590-0097  85  7.355393 z22shaikAND
441 Q0 LA080190-0001  86  7.351771 z22shaikAND
441 Q0 LA120689-0090  87  7.343268 z22shaikAND
441 Q0 LA011490-0119  88  7.336053 z22shaikAND
441 Q0 LA022789-0085  89  7.333298 z22shaikAND
441 Q0 LA081889-0083  90  7.332240 z22shaikAND
441 Q0 LA012090-0059  91  7.326502 z22shaikAND
441 Q0 LA102990-0098  92  7.326314 z22shaikAND
441 Q0 LA082490-0065  93  7.324907 z22shaikAND
441 Q0 LA110689-0060  94  7.324284 z22shaikAND
441 Q0 LA100889-0136  95  7.318795 z22shaikAND
441 Q0 LA101289-0111  96  7.309310 z22shaikAND
441 Q0 LA061790-0071  97  7.289294 z22shaikAND
441 Q0 LA012090-0007  98  7.283081 z22shaikAND
441 Q0 LA010590-0062  99  7.277595 z22shaikAND
441 Q0 LA062689-0027 100  7.273216 z22shaikAND
442 Q0 LA050489-0087   1 11.427030 z22shaikAND
442 Q0 LA121090-0007   2 11.227483 z22shaikAND
442 Q0 LA121789-0069   3 10.248426 z22shaikAND
442 Q0 LA110490-0001   4 10.062837 z22shaikAND
442 Q0 LA070889-0019   5  9.642850 z22shaikAND
442 Q0 LA060889-0013   6  9.582243 z22shaikAND
442 Q0 LA070989-0197   7  9.424637 z22shaikAND
442 Q0 LA042389-0096   8  9.358541 z22shaikAND
442 Q0 LA022590-0017   9  9.335072 z22shaikAND
442 Q0 LA071090-0093  10  9.200136 z22shaikAND
442 Q0 LA050590-0063  11  9.197716 z22shaikAND
442 Q0 LA090289-0006  12  8.968853 z22shaikAND
442 Q0 LA100990-0034  13  8.900088 z22shaikAND
442 Q0 LA010290-0004  14  8.853374 z22shaikAND
442 Q0 LA081390-0124  15  8.853374 z22shaikAND
442 Q0 LA090289-0011  16  8.663738 z22shaikAND
442 Q0 LA070189-0063  17  8.638496 z22shaikAND
442 Q0 LA090289-0012  18  8.620292 z22shaikAND
442 Q0 LA021289-0027  19  8.503033 z22shaikAND
442 Q0 LA011490-0016  20  8.440408 z22shaikAND
442 Q0 LA100390-0041  21  8.373723 z22shaikAND
442 Q0 LA012889-0051  22  8.368501 z22shaikAND
442 Q0 LA100189-0022  23  8.358329 z22shaikAND
442 Q0 LA052889-0143  24  8.348181 z22shaikAND
442 Q0 LA090290-0110  25  8.335297 z22shaikAND
442 Q0 LA011590-0032  26  8.245748 z22shaikAND
442 Q0 LA041989-0045  27  8.209406 z22shaikAND
442 Q0 LA090589-0081  28  8.208882 z22shaikAND
442 Q0 LA021089-0011  29  8.103271 z22shaikAND
442 Q0 LA100789-0140  30  8.102260 z22shaikAND
442 Q0 LA090289-0005  31  8.064250 z22shaikAND
442 Q0 LA112090-0089  32  8.032233 z22shaikAND
442 Q0 LA041689-0095  33  8.017237 z22shaikAND
442 Q0 LA070890-0138  34  7.961540 z22shaikAND
442 Q0 LA112490-0038  35  7.961540 z22shaikAND
442 Q0 LA040690-0038  36  7.919316 z22shaikAND
442 Q0 LA012589-0143  37  7.861414 z22shaikAND
442 Q0 LA021089-0052  38  7.861414 z22shaikAND
442 Q0 LA021790-0008  39  7.804808 z22shaikAND
442 Q0 LA062489-0031  40  7.781258 z22shaikAND
442 Q0 LA081290-0083  41  7.739933 z22shaikAND
442 Q0 LA040489-0022  42  7.728868 z22shaikAND
442 Q0 LA100489-0137  43  7.717314 z22shaikAND
442 Q0 LA122589-0077  44  7.625255 z22shaikAND
442 Q0 LA020290-0044  45  7.617020 z22shaikAND
442 Q0 LA090989-0006  46  7.609128 z22shaikAND
442 Q0 LA052889-0055  47  7.592325 z22shaikAND
442 Q0 LA042990-0180  48  7.563733 z22shaikAND
442 Q0 LA110190-0036  49  7.530598 z22shaikAND
442 Q0 LA040190-0018  50  7.509409 z22shaikAND
442 Q0 LA102689-0081  51  7.509409 z22shaikAND
442 Q0 LA110990-0167  52  7.494415 z22shaikAND
442 Q0 LA081390-0016  53  7.482944 z22shaikAND
442 Q0 LA030190-0250  54  7.476747 z22shaikAND
442 Q0 LA061790-0118  55  7.476747 z22shaikAND
442 Q0 LA101089-0093  56  7.463172 z22shaikAND
442 Q0 LA122090-0203  57  7.455955 z22shaikAND
442 Q0 LA100490-0013  58  7.452437 z22shaikAND
442 Q0 LA041690-0017  59  7.444369 z22shaikAND
442 Q0 LA062989-0094  60  7.429364 z22shaikAND
442 Q0 LA102189-0108  61  7.396323 z22shaikAND
442 Q0 LA060389-0076  62  7.388376 z22shaikAND
442 Q0 LA101390-0028  63  7.381051 z22shaikAND
442 Q0 LA060790-0174  64  7.364636 z22shaikAND
442 Q0 LA012490-0018  65  7.364584 z22shaikAND
442 Q0 LA091589-0077  66  7.336953 z22shaikAND
442 Q0 LA031289-0051  67  7.335778 z22shaikAND
442 Q0 LA112289-0154  68  7.294322 z22shaikAND
442 Q0 LA121290-0059  69  7.294322 z22shaikAND
442 Q0 LA102489-0118  70  7.259382 z22shaikAND
442 Q0 LA062589-0098  71  7.217755 z22shaikAND
442 Q0 LA052190-0108  72  7.212475 z22shaikAND
442 Q0 LA072690-0099  73  7.164909 z22shaikAND
442 Q0 LA061090-0242  74  7.109027 z22shaikAND
442 Q0 LA083189-0013  75  7.081877 z22shaikAND
442 Q0 LA103189-0131  76  7.062082 z22shaikAND
442 Q0 LA082789-0047  77  7.047605 z22shaikAND
442 Q0 LA063089-0057  78  7.043814 z22shaikAND
442 Q0 LA022689-0179  79  7.040389 z22shaikAND
442 Q0 LA070690-0010  80  7.040389 z22shaikAND
442 Q0 LA073089-0087  81  7.026002 z22shaikAND
442 Q0 LA102289-0125  82  7.018830 z22shaikAND
442 Q0 LA033189-0025  83  7.015917 z22shaikAND
442 Q0 LA060189-0147  84  7.010788 z22shaikAND
442 Q0 LA082390-0070  85  6.969574 z22shaikAND
442 Q0 LA072990-0037  86  6.950956 z22shaikAND
442 Q0 LA111789-0016  87  6.947908 z22shaikAND
442 Q0 LA021489-0121  88  6.918838 z22shaikAND
442 Q0 LA091590-0085  89  6.906039 z22shaikAND
442 Q0 LA042789-0115  90  6.892195 z22shaikAND
442 Q0 LA090990-0019  91  6.878406 z22shaikAND
442 Q0 LA080889-0029  92  6.837368 z22shaikAND
442 Q0 LA021189-0084  93  6.817032 z22shaikAND
442 Q0 LA100189-0002  94  6.810280 z22shaikAND
442 Q0 LA121689-0027  95  6.763389 z22shaikAND
442 Q0 LA040489-0026  96  6.756743 z22shaikAND
442 Q0 LA121989-0036  97  6.756743 z22shaikAND
442 Q0 LA091090-0090  98  6.743491 z22shaikAND
442 Q0 LA012790-0039  99  6.730289 z22shaikAND
442 Q0 LA080790-0023 100  6.697512 z22shaikAND
443 Q0 LA051289-0046   1 12.137128 z22shaikAND
443 Q0 LA060889-0154   2 11.676351 z22shaikAND
443 Q0 LA042789-0136   3 11.563495 z22shaikAND
443 Q0 LA060789-0150   4 11.313517 z22shaikAND
443 Q0 LA091489-0111   5 11.053417 z22shaikAND
443 Q0 LA032290-0143   6 10.907691 z22shaikAND
443 Q0 LA012089-0180   7 10.702980 z22shaikAND
443 Q0 LA031689-0021   8 10.694003 z22shaikAND
443 Q0 LA032289-0112   9 10.643901 z22shaikAND
443 Q0 LA061190-0108  10 10.599314 z22shaikAND
443 Q0 LA022190-0070  11 10.512158 z22shaikAND
443 Q0 LA060789-0154  12 10.209180 z22shaikAND
443 Q0 LA022390-0169  13 10.178165 z22shaikAND
